ruleID,message,sentence,replacements,offsetInContext,context,offset,errorLength,category,ruleIssueType,Dataset_ID,Dataset_Name,Dataset_Long_Name
UNIT_SPACE,Insert a space between the numerical value and the unit symbol.,"The unit is equipped with one up-looking and one down-looking hyperspectral (350-800nm) radiometer with 10 ± 0.3 nm resolution, a WET Labs ECO-Puck Triplet, and temperature, pressure, and conductivity sensors.",['-800\xa0nm'],43,... and one down-looking hyperspectral (350-800nm) radiometer with 10 ± 0.3 nm resolution...,385,6,PUNCTUATION,typographical,430,HOELegacy2A_KM1513_HyperproProfiles,HOE Legacy 2A - KM1513 - Hyperpro Profiles
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,It also incorporates a ship-mounted surface (air) hyperspectral radiometer.,[],43,...corporates a ship-mounted surface (air) hyperspectral radiometer.  These data are collated fr...,565,13,TYPOS,misspelling,430,HOELegacy2A_KM1513_HyperproProfiles,HOE Legacy 2A - KM1513 - Hyperpro Profiles
EN_SPECIFIC_CASE,"If the term is a proper noun, use initial capitals.",These data are collated from the vertical profiles conducted during the HOE Legacy 2A cruise in the north Pacific Ocean.,['North Pacific Ocean'],43,... during the HOE Legacy 2A cruise in the north Pacific Ocean.,692,19,CASING,misspelling,430,HOELegacy2A_KM1513_HyperproProfiles,HOE Legacy 2A - KM1513 - Hyperpro Profiles
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,This dataset comes from sampling performed during the Hawaii Ocean Experiment - Legacy 2A cruise aboard the R/V Kilo Moana (cruise KM1513) in the north Pacific subtropical gyre.,"['Mona', 'Moan', 'Moans', 'Moan a', 'Joana', 'MANA']",43,... - Legacy 2A cruise aboard the R/V Kilo Moana (cruise KM1513) in the north Pacific su...,117,5,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
UNIT_SPACE,Insert a space between the numerical value and the unit symbol.,"At select stations and depths (ranging from 5 to 45m), the entire volume of a Niskin bottle was drained directly into clean ~10L carboys fitted with spigots.",['45\xa0m'],43,"... stations and depths (ranging from 5 to 45m), the entire volume of a Niskin bottle ...",227,3,PUNCTUATION,typographical,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"At select stations and depths (ranging from 5 to 45m), the entire volume of a Niskin bottle was drained directly into clean ~10L carboys fitted with spigots.",['Ni skin'],43,"... from 5 to 45m), the entire volume of a Niskin bottle was drained directly into clean ...",256,6,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"Following filtration, filter holders were fit with a short section of tubing and a syringe leur fitting on one side and a 2-way valve on the outflow side.","['Lear', 'lemur', 'Eur', 'leer', 'lour', 'EUR', 'LER', 'Fleur']",43,...a short section of tubing and a syringe leur fitting on one side and a 2-way valve o...,785,4,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"For each filter, 5-ml of 2% glutaraldehyde was slowly injected onto the filter and samples were allowed to fix for 30 minutes.",[],43,"...tflow side. For each filter, 5-ml of 2% glutaraldehyde was slowly injected onto the filter and...",877,14,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
EN_UNPAIRED_BRACKETS,Unpaired symbol: ‘“’ seems to be missing,"Polycarbonate filters were then mounted onto 3x2” glass slides with immersion oil, cover slides were added and the edges of each cover slip was sealed with quick dry nail polish.",[],43,"...onate filters were then mounted onto 3x2” glass slides with immersion oil, cover ...",1108,1,PUNCTUATION,typographical,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
UNIT_SPACE,Insert a space between the numerical value and the unit symbol.,All slides were stored at -20°C and counted within 30 days.,['-20\xa0°C'],43,... nail polish. All slides were stored at -20°C and counted within 30 days. Enumeration...,1265,5,PUNCTUATION,typographical,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,Enumeration of diazotrophic taxa was performed using epifluorescence microscopy.,['mixotrophic'],43,... counted within 30 days. Enumeration of diazotrophic taxa was performed using epifluorescenc...,1314,12,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,Enumeration of diazotrophic taxa was performed using epifluorescence microscopy.,"['fluorescence', 'efflorescence']",43,...f diazotrophic taxa was performed using epifluorescence microscopy. Random areas were counted u...,1352,15,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"Random areas were counted until a minimum of 1000 cells were enumerated, generally this amounted to roughly 20% of the slide area for DDAs.","['DDS', 'Dias', 'DDA', 'Dds', 'Adas', 'DDAF', 'DDASS', 'DDTs', 'ODAS', 'DD As', 'DDoS', 'DNAs', 'NDAs']",43,...ed to roughly 20% of the slide area for DDAs. The entire slide was counted for Trich...,1514,4,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,The entire slide was counted for Trichodesimum abundance.,[],43,... DDAs. The entire slide was counted for Trichodesimum abundance. Endosymbiont bearing diatoms...,1553,13,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"Endosymbiont bearing diatoms of the following genus were enumerated: Rhizosolenia, Hemialus, Climacodium and Chaetoceras.","['Endosymbiosis', 'Endosymbiotic']",43,...as counted for Trichodesimum abundance. Endosymbiont bearing diatoms of the following genus ...,1578,12,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"Endosymbiont bearing diatoms of the following genus were enumerated: Rhizosolenia, Hemialus, Climacodium and Chaetoceras.",[],43,"...of the following genus were enumerated: Rhizosolenia, Hemialus, Climacodium and Chaetoceras....",1647,12,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"Endosymbiont bearing diatoms of the following genus were enumerated: Rhizosolenia, Hemialus, Climacodium and Chaetoceras.","['Females', 'Chemicals', 'Hiatus', 'Emails', 'Heals', 'Heralds', 'Aerials', 'Denials', 'Heinous', 'Hymnals', 'Herbals', 'Menials', 'Embalms', 'Redials', 'HEMPAS', 'Serials', 'Embolus']",43,"...ng genus were enumerated: Rhizosolenia, Hemialus, Climacodium and Chaetoceras. Free Rich...",1661,8,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"Endosymbiont bearing diatoms of the following genus were enumerated: Rhizosolenia, Hemialus, Climacodium and Chaetoceras.",[],43,"...ere enumerated: Rhizosolenia, Hemialus, Climacodium and Chaetoceras. Free Richelia intracel...",1671,11,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"Endosymbiont bearing diatoms of the following genus were enumerated: Rhizosolenia, Hemialus, Climacodium and Chaetoceras.",[],43,"...Rhizosolenia, Hemialus, Climacodium and Chaetoceras. Free Richelia intracellularis were als...",1687,11,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,Free Richelia intracellularis were also counted.,"['Richelieu', 'Michelin', 'Michelina', 'Richelle']",43,"...alus, Climacodium and Chaetoceras. Free Richelia intracellularis were also counted. Tric...",1705,8,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,Free Richelia intracellularis were also counted.,"['intracellular', 'intracellularly']",43,...macodium and Chaetoceras. Free Richelia intracellularis were also counted. Trichodesmium filame...,1714,15,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,Trichodesmium filaments were counted and the length of each filament was recorded.,[],43,...elia intracellularis were also counted. Trichodesmium filaments were counted and the length o...,1749,13,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,Trichodesmium cell number was then calculated by dividing the filament length by the mean cell length (12 micron ±2 micron).,[],43,...e length of each filament was recorded. Trichodesmium cell number was then calculated by divi...,1832,13,TYPOS,misspelling,429,HOELegacy2A_KM1513_DiazotrophAbundance,HOE Legacy 2A - KM1513 - Diazotroph Abundance
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,This dataset comes from sampling performed during the Hawaii Ocean Experiment - Legacy 2A cruise aboard the R/V Kilo Moana (cruise KM1513) in the north Pacific subtropical gyre.,"['Mona', 'Moan', 'Moans', 'Moan a', 'Joana', 'MANA']",43,... - Legacy 2A cruise aboard the R/V Kilo Moana (cruise KM1513) in the north Pacific su...,117,5,TYPOS,misspelling,428,HOELegacy2A_KM1513_14C_NPP,HOE_Legacy2A - KM1513 - Net Primary Productivity measured via the 14C radiotracer method
UNIT_SPACE,Insert a space between the numerical value and the unit symbol.,Water samples were collected from 15m before dawn and incubated on deck in incubators screened to 30% of surface irradiance and plumbed with flow through surface seawater for temperature regulation.,['15\xa0m'],43,...996]. Water samples were collected from 15m before dawn and incubated on deck in in...,343,3,PUNCTUATION,typographical,428,HOELegacy2A_KM1513_14C_NPP,HOE_Legacy2A - KM1513 - Net Primary Productivity measured via the 14C radiotracer method
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"Following dawn to dusk or dawn to dawn incubations, each sample was filtered onto 25mm glass fiber filters.",['incubation'],43,"... Following dawn to dusk or dawn to dawn incubations, each sample was filtered onto 25mm gla...",669,11,TYPOS,misspelling,428,HOELegacy2A_KM1513_14C_NPP,HOE_Legacy2A - KM1513 - Net Primary Productivity measured via the 14C radiotracer method
UNIT_SPACE,Insert a space between the numerical value and the unit symbol.,"Following dawn to dusk or dawn to dawn incubations, each sample was filtered onto 25mm glass fiber filters.",['25\xa0mm'],43,"...ubations, each sample was filtered onto 25mm glass fiber filters. Filters were acidi...",712,4,PUNCTUATION,typographical,428,HOELegacy2A_KM1513_14C_NPP,HOE_Legacy2A - KM1513 - Net Primary Productivity measured via the 14C radiotracer method
UNIT_SPACE,Insert a space between the numerical value and the unit symbol.,Filters were acidified with 1 ml of 2N hydrochloric acid in a fume hood for 12 hr to remove inorganic 14C after which 10 ml of Ultima Gold scintillation fluid was added each sample.,['2\xa0N'],43,...rs. Filters were acidified with 1 ml of 2N hydrochloric acid in a fume hood for 12...,774,2,PUNCTUATION,typographical,428,HOELegacy2A_KM1513_14C_NPP,HOE_Legacy2A - KM1513 - Net Primary Productivity measured via the 14C radiotracer method
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,Filters were acidified with 1 ml of 2N hydrochloric acid in a fume hood for 12 hr to remove inorganic 14C after which 10 ml of Ultima Gold scintillation fluid was added each sample.,['Ultimo'],43,...move inorganic 14C after which 10 ml of Ultima Gold scintillation fluid was added each...,865,6,TYPOS,misspelling,428,HOELegacy2A_KM1513_14C_NPP,HOE_Legacy2A - KM1513 - Net Primary Productivity measured via the 14C radiotracer method
SENTENCE_WHITESPACE,Add a space between sentences.,"The rate of PP was calculated by multiplying the percent of carbon labeled by the total carbon available for photosynthesis (e.g. dissolved inorganic carbon, DIC, calculated from SST and salinity measured at each station as per Lee et al. [2006] and dividing by incubation time (t = 1 day) as follows.",[' The'],43,...r; samples were recounted after 30 days.The rate of PP was calculated by multiplyin...,1043,3,TYPOGRAPHY,whitespace,428,HOELegacy2A_KM1513_14C_NPP,HOE_Legacy2A - KM1513 - Net Primary Productivity measured via the 14C radiotracer method
EN_UNPAIRED_BRACKETS,Unpaired symbol: ‘)’ seems to be missing,"The rate of PP was calculated by multiplying the percent of carbon labeled by the total carbon available for photosynthesis (e.g. dissolved inorganic carbon, DIC, calculated from SST and salinity measured at each station as per Lee et al. [2006] and dividing by incubation time (t = 1 day) as follows.",[],43,"...tal carbon available for photosynthesis (e.g. dissolved inorganic carbon, DIC, ca...",1167,1,PUNCTUATION,typographical,428,HOELegacy2A_KM1513_14C_NPP,HOE_Legacy2A - KM1513 - Net Primary Productivity measured via the 14C radiotracer method
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,Three biooptical instruments were plumbed to the underway uncontaminated seawater on the R/V Kilo Moana for the SCOPE Gradients 3 cruise in the north Pacific Ocean.,[],6,Three biooptical instruments were plumbed to the underwa...,6,10,TYPOS,misspelling,427,Gradients3_KM1906_Optics_LISST_ACS_ECO,"Gradients 3 -KM1906 - Optics - LISST, AC-S, and ECO"
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,Three biooptical instruments were plumbed to the underway uncontaminated seawater on the R/V Kilo Moana for the SCOPE Gradients 3 cruise in the north Pacific Ocean.,"['Mona', 'Moan', 'Moans', 'Moan a', 'Joana', 'MANA']",43,...uncontaminated seawater on the R/V Kilo Moana for the SCOPE Gradients 3 cruise in the...,98,5,TYPOS,misspelling,427,Gradients3_KM1906_Optics_LISST_ACS_ECO,"Gradients 3 -KM1906 - Optics - LISST, AC-S, and ECO"
EN_SPECIFIC_CASE,"If the term is a proper noun, use initial capitals.",Three biooptical instruments were plumbed to the underway uncontaminated seawater on the R/V Kilo Moana for the SCOPE Gradients 3 cruise in the north Pacific Ocean.,['North Pacific Ocean'],43,...for the SCOPE Gradients 3 cruise in the north Pacific Ocean.  Data for each instrument were average...,144,19,CASING,misspelling,427,Gradients3_KM1906_Optics_LISST_ACS_ECO,"Gradients 3 -KM1906 - Optics - LISST, AC-S, and ECO"
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,LISST:  Filtered values (<0.2 um) removed from all data.,"['LIST', 'LISZT', 'LI SST']",43,... matched to a timestamp on the minute.  LISST:  Filtered values (<0.2 um) removed fro...,262,5,TYPOS,misspelling,427,Gradients3_KM1906_Optics_LISST_ACS_ECO,"Gradients 3 -KM1906 - Optics - LISST, AC-S, and ECO"
WHITESPACE_RULE,Possible typo: you repeated a whitespace,LISST:  Filtered values (<0.2 um) removed from all data.,[' '],43,...ed to a timestamp on the minute.  LISST:  Filtered values (<0.2 um) removed from a...,268,2,TYPOGRAPHY,whitespace,427,Gradients3_KM1906_Optics_LISST_ACS_ECO,"Gradients 3 -KM1906 - Optics - LISST, AC-S, and ECO"
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"The summed volume concentration of particles (in uL/L), the standard LISST output, is presented for 3 size ranges: 1.25-2 µm, 2-20 µm, and 20-100 µm.","['UL', 'up', 'us', 'UK', 'SL', 'UV', 'DL', 'UA', 'URL', 'ml', 'UCL', 'UE', 'um', 'Jul', 'uh', 'cl', 'AL', 'AUL', 'Al', 'BUL', 'CL', 'CUL', 'Cl', 'FL', 'GUL', 'HL', 'HUL', 'IL', 'KUL', 'L', 'LL', 'Lu', 'ML', 'NL', 'OUL', 'PL', 'PUL', 'Pl', 'TL', 'Tl', 'U', 'UAL', 'UC', 'UDL', 'UG', 'UI', 'UIL', 'ULC', 'ULG', 'ULK', 'ULM', 'ULR', 'ULT', 'ULX', 'UML', 'UN', 'UNL', 'UO', 'UP', 'US', 'UT', 'UTL', 'UY', 'UZ', 'Ut', 'XL', 'YL', 'YUL', 'bl', 'fl', 'kl', 'l', 'll', 'pl', 'u', 'ult', 'u L', 'El', 'GL', 'RL', 'ULB', 'UW', 'UX', 'Ulm', 'mL']",43,"...d volume concentration of particles (in uL/L), the standard LISST output, is prese...",368,2,TYPOS,misspelling,427,Gradients3_KM1906_Optics_LISST_ACS_ECO,"Gradients 3 -KM1906 - Optics - LISST, AC-S, and ECO"
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"The summed volume concentration of particles (in uL/L), the standard LISST output, is presented for 3 size ranges: 1.25-2 µm, 2-20 µm, and 20-100 µm.","['LIST', 'LISZT', 'LI SST']",43,"...on of particles (in uL/L), the standard LISST output, is presented for 3 size ranges:...",388,5,TYPOS,misspelling,427,Gradients3_KM1906_Optics_LISST_ACS_ECO,"Gradients 3 -KM1906 - Optics - LISST, AC-S, and ECO"
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"AC-S: Filtered values (<0.2 um) removed from all data (see White et al., 2017, GRL); data corrected for residual temperature and scattering; AC-S chl a concentrations obtained from a Gaussian fit over absorbance spectra in the red portion of the spectrum, assuming in vivo chl-a specific absorption of 0.0203 m2/mg at 674 nm.","['GIRL', 'NRL', 'GPL', 'GIL', 'URL', 'GEL', 'ARL', 'GRC', 'IRL', 'GAL', 'GRE', 'GRP', 'GRU', 'CRL', 'GRS', 'BRL', 'GFL', 'GJL', 'GML', 'GR', 'GR5', 'GRA', 'GRD', 'GRH', 'GRI', 'GRJ', 'GRLE', 'GRN', 'GSL', 'GUL', 'ORL', 'PRL', 'RRL', 'TRL', 'GR L', 'GL', 'RL', 'GRR']",43,"... from all data (see White et al., 2017, GRL); data corrected for residual temperatu...",919,3,TYPOS,misspelling,427,Gradients3_KM1906_Optics_LISST_ACS_ECO,"Gradients 3 -KM1906 - Optics - LISST, AC-S, and ECO"
